,EPS,DPS,NTA,Revenue,P/L,Quarter,Q Date,Financial Date,Announced,Net%,Report,ticker
53,-1.65,0.0,1.11,"6,619k","-1,217k",4,2006-12-31,2006-12-31,2007-02-28,23.8%,View,9237
54,-1.03,0.0,1.12,"7,412k",-755k,3,2006-09-30,2006-12-31,2006-11-30,1272.7%,View,9237
55,-0.63,0.0,1.13,"6,484k",-468k,2,2006-06-30,2006-12-31,2006-08-29,446.7%,View,9237
56,-0.55,0.0,1.14,"7,091k",-401k,1,2006-03-31,2006-12-31,2006-06-21,13.3%,View,9237
57,-2.81,0.0,1.14,"8,193k","-2,069k",4,2005-12-31,2005-12-31,2006-02-27,1679.4%,View,9237
58,-0.08,0.0,1.17,"5,333k",-55k,3,2005-09-30,2005-12-31,2005-11-25,56.3%,View,9237
59,0.18,0.0,1.17,"8,620k",135k,2,2005-06-30,2005-12-31,2005-08-25,5.5%,View,9237
60,-0.48,0.0,1.17,"2,634k",-354k,1,2005-03-31,2005-12-31,2005-05-31,260.2%,View,9237
61,0.18,0.0,1.17,"3,895k",131k,4,2004-12-31,2004-12-31,2005-02-28,131.5%,View,9237
62,-0.18,0.0,1.17,"3,478k",-126k,3,2004-09-30,2004-12-31,2004-11-08,143.2%,View,9237
63,0.18,0.0,1.17,"5,031k",128k,2,2004-06-30,2004-12-31,2004-08-06,190.9%,View,9237
64,0.32,0.0,1.17,"4,325k",221k,1,2004-03-31,2004-12-31,2004-05-19,50%,View,9237
65,-0.99,0.0,1.17,"3,911k",-416k,4,2003-12-31,2003-12-31,2004-02-27,137.7%,View,9237
66,1.62,0.0,2.7,"5,398k",292k,3,2003-09-30,2003-12-31,2003-10-16,21.7%,View,9237
67,0.24,0.0,2.68,"5,362k",44k,2,2003-06-30,2003-12-31,2003-08-05,89.9%,View,9237
68,2.46,0.0,2.68,"5,296k",442k,1,2003-03-31,2003-12-31,2003-04-29,42.1%,View,9237
69,-0.97,0.0,2.66,"6,248k",-175k,-,2002-12-31,2002-12-31,2003-02-27,318.8%,View,9237
70,2.07,0.0,2.67,"6,072k",373k,-,2002-09-30,2002-12-31,2002-11-27,1521.7%,View,9237
0,2.02,0.0,0.49,"551,316k","25,251k",3,2019-12-31,2020-03-31,2020-02-27,8.5%,View,7155
1,1.99,0.0,0.5,"486,859k","24,912k",2,2019-09-30,2020-03-31,2019-11-29,11.4%,View,7155
2,1.48,0.0,0.48,"362,545k","18,485k",1,2019-06-30,2020-03-31,2019-08-29,28.4%,View,7155
3,1.63,0.0,0.47,"357,104k","20,413k",4,2019-03-31,2019-03-31,2019-05-31,27.8%,View,7155
4,1.86,0.0,0.46,"400,039k","23,265k",3,2018-12-31,2019-03-31,2019-02-26,22.6%,View,7155
5,2.25,0.0,0.49,"477,230k","28,102k",2,2018-09-30,2019-03-31,2018-11-29,19.9%,View,7155
6,2.07,0.0,0.47,"430,518k","25,737k",1,2018-06-30,2019-03-31,2018-08-24,22.8%,View,7155
7,2.33,0.0,0.45,"466,779k","28,613k",4,2018-03-31,2018-03-31,2018-05-30,10.4%,View,7155
8,2.45,0.0,0.43,"518,694k","30,039k",3,2017-12-31,2018-03-31,2018-02-22,1.2%,View,7155
9,2.86,0.0,0.45,"594,158k","35,074k",2,2017-09-30,2018-03-31,2017-11-24,54.4%,View,7155
10,2.71,0.0,0.41,"524,876k","33,356k",1,2017-06-30,2018-03-31,2017-08-25,82.8%,View,7155
11,2.78,0.0,0.38,"586,540k","33,126k",4,2017-03-31,2017-03-31,2017-05-29,57.1%,View,7155
12,2.58,0.0,0.34,"580,018k","30,419k",3,2016-12-31,2017-03-31,2017-02-28,26%,View,7155
13,1.94,0.0,0.31,"456,448k","22,721k",2,2016-09-30,2017-03-31,2016-11-28,23.4%,View,7155
14,1.61,0.0,0.33,"320,558k","18,248k",1,2016-06-30,2017-03-31,2016-08-29,1.9%,View,7155
15,1.94,0.0,0.3,"231,968k","21,677k",4,2016-03-31,2016-03-31,2016-05-30,87.9%,View,7155
16,2.2,0.0,0.28,"314,767k","24,147k",3,2015-12-31,2016-03-31,2016-02-19,129.2%,View,7155
17,1.7,0.0,0.27,"261,230k","18,417k",2,2015-09-30,2016-03-31,2015-11-27,74.9%,View,7155
18,1.67,0.0,0.25,"243,062k","17,904k",1,2015-06-30,2016-03-31,2015-08-25,85.6%,View,7155
19,1.26,0.0,0.17,"194,388k","11,309k",4,2015-03-31,2015-03-31,2015-06-01,37.1%,View,7155
20,1.17,0.0,0.26,"150,175k","10,536k",3,2014-12-31,2015-03-31,2015-02-16,94.6%,View,7155
21,1.17,0.0,0.27,"140,250k","10,530k",2,2014-09-30,2015-03-31,2014-11-21,44.6%,View,7155
22,1.07,0.0,0.26,"131,737k","9,649k",1,2014-06-30,2015-03-31,2014-08-28,5.6%,View,7155
23,0.92,0.0,0.25,"123,286k","8,247k",4,2014-03-31,2014-03-31,2014-05-20,17%,View,7155
24,0.6,0.0,0.24,"87,782k","5,414k",3,2013-12-31,2014-03-31,2014-02-17,44.5%,View,7155
25,0.81,0.0,0.24,"106,154k","7,284k",2,2013-09-30,2014-03-31,2013-11-21,39.2%,View,7155
26,1.02,0.0,0.23,"108,295k","9,135k",1,2013-06-30,2014-03-31,2013-08-30,22.7%,View,7155
27,0.78,0.0,0.22,"88,112k","7,048k",4,2013-03-31,2013-03-31,2013-05-31,41%,View,7155
28,1.08,0.0,0.21,"90,474k","9,755k",3,2012-12-31,2013-03-31,2013-02-26,17.7%,View,7155
29,1.33,1.3,0.23,"121,179k","11,985k",2,2012-09-30,2013-03-31,2012-11-05,33.4%,View,7155
30,1.31,0.0,0.21,"122,722k","11,818k",1,2012-06-30,2013-03-31,2012-08-27,116.9%,View,7155
31,2.0,0.0,0.3,"127,556k","11,950k",4,2012-03-31,2012-03-31,2012-05-30,53.2%,View,7155
32,1.98,1.5,0.3,"122,430k","11,856k",3,2011-12-31,2012-03-31,2012-02-29,55.9%,View,7155
33,1.5,0.0,0.29,"109,800k","8,983k",2,2011-09-30,2012-03-31,2011-11-30,46.3%,View,7155
34,0.91,0.0,0.27,"59,310k","5,448k",1,2011-06-30,2012-03-31,2011-08-25,21.7%,View,7155
35,1.3,1.0,0.26,"77,451k","7,801k",4,2011-03-31,2011-03-31,2011-05-30,334.4%,View,7155
36,1.27,1.0,0.26,"56,545k","7,607k",3,2010-12-31,2011-03-31,2011-02-28,95.2%,View,7155
37,1.03,0.0,0.25,"58,586k","6,141k",2,2010-09-30,2011-03-31,2010-11-24,79.4%,View,7155
38,0.75,0.0,0.24,"50,620k","4,478k",1,2010-06-30,2011-03-31,2010-08-26,33.2%,View,7155
39,0.3,0.5,0.23,"54,280k","1,796k",4,2010-03-31,2010-03-31,2010-05-31,138.9%,View,7155
40,0.65,0.0,0.23,"56,232k","3,897k",3,2009-12-31,2010-03-31,2010-02-23,743.5%,View,7155
41,0.57,0.0,0.23,"47,077k","3,423k",2,2009-09-30,2010-03-31,2009-11-26,21.5%,View,7155
42,0.56,0.0,0.22,"42,163k","3,362k",1,2009-06-30,2010-03-31,2009-08-28,1.2%,View,7155
43,-0.77,0.0,0.22,"78,518k","-4,613k",4,2009-03-31,2009-03-31,2009-06-19,240.9%,View,7155
44,0.08,0.0,0.22,"44,025k",462k,3,2008-12-31,2009-03-31,2009-02-27,90.8%,View,7155
45,0.73,0.0,0.23,"48,137k","4,363k",2,2008-09-30,2009-03-31,2008-11-27,13.6%,View,7155
46,0.55,0.0,0.22,"42,112k","3,321k",1,2008-06-30,2009-03-31,2008-08-28,35.2%,View,7155
47,0.55,0.0,0.22,"46,861k","3,275k",4,2008-03-31,2008-03-31,2008-05-29,35%,View,7155
48,0.84,0.0,0.21,"43,053k","5,027k",3,2007-12-31,2008-03-31,2008-02-28,4.4%,View,7155
49,0.84,0.0,0.21,"51,739k","5,047k",2,2007-09-30,2008-03-31,2007-11-30,76.6%,View,7155
50,0.85,0.0,0.2,"41,861k","5,124k",1,2007-06-30,2008-03-31,2007-08-29,64.1%,View,7155
51,0.84,0.0,0.19,"50,973k","5,035k",4,2007-03-31,2007-03-31,2007-05-31,317.1%,View,7155
52,0.8,0.0,0.18,"37,826k","4,813k",3,2006-12-31,2007-03-31,2007-02-26,70.7%,View,7155
53,0.48,0.0,0.17,"44,588k","2,858k",2,2006-09-30,2007-03-31,2006-11-29,18.1%,View,7155
54,0.52,0.0,0.17,"36,523k","3,122k",1,2006-06-30,2007-03-31,2006-08-25,16.6%,View,7155
55,0.2,0.0,0.16,"25,815k","1,207k",4,2006-03-31,2006-03-31,2006-05-19,60.7%,View,7155
56,0.47,0.0,0.16,"28,707k","2,820k",3,2005-12-31,2006-03-31,2006-02-23,4.7%,View,7155
57,0.4,0.0,0.16,"27,685k","2,420k",2,2005-09-30,2006-03-31,2005-11-24,24.6%,View,7155
58,0.45,0.0,0.16,"21,591k","2,678k",1,2005-06-30,2006-03-31,2005-08-25,3.2%,View,7155
59,0.51,0.5,0.15,"20,775k","3,075k",4,2005-03-31,2005-03-31,2005-05-20,26.6%,View,7155
60,0.49,0.0,0.15,"19,847k","2,958k",3,2004-12-31,2005-03-31,2005-02-25,29%,View,7155
61,6.69,0.0,1.82,"21,057k","3,211k",2,2004-09-30,2005-03-31,2004-11-24,39.2%,View,7155
62,5.4,0.0,1.76,"19,710k","2,594k",1,2004-06-30,2005-03-31,2004-08-27,45.6%,View,7155
63,5.06,0.0,1.71,"18,322k","2,429k",4,2004-03-31,2004-03-31,2004-05-25,3.7%,View,7155
64,8.68,0.0,1.66,"17,507k","4,166k",3,2003-12-31,2004-03-31,2004-04-01,454%,View,7155
65,4.81,0.0,1.58,"16,931k","2,307k",2,2003-09-30,2004-03-31,2003-11-19,0%,View,7155
66,3.71,0.0,1.58,"14,456k","1,782k",1,2003-06-30,2004-03-31,2003-09-25,0%,View,7155
67,5.14,0.0,1.56,"13,153k","2,343k",4,2003-03-31,2003-03-31,2003-05-27,0%,View,7155
68,16.59,0.0,1.58,"4,547k",752k,3,2002-12-31,2003-03-31,2003-02-05,0%,View,7155
0,1.54,0.0,0.81,"54,635k","3,883k",4,2019-12-31,2019-12-31,2020-02-26,5.4%,View,7803
1,1.23,0.0,0.8,"62,233k","3,114k",3,2019-09-30,2019-12-31,2019-11-26,59.8%,View,7803
2,0.95,1.0,0.86,"55,641k","2,397k",2,2019-06-30,2019-12-31,2019-08-27,16.5%,View,7803
3,0.78,0.0,0.86,"50,457k","1,959k",1,2019-03-31,2019-12-31,2019-05-30,97.5%,View,7803
4,-0.04,0.0,0.86,"54,146k",-91k,4,2018-12-31,2018-12-31,2019-02-26,101.6%,View,7803
5,0.84,1.0,1.09,"86,872k","2,118k",3,2018-09-30,2018-12-31,2018-11-27,9.3%,View,7803
6,1.06,0.0,1.1,"106,002k","2,668k",2,2018-06-30,2018-12-31,2018-08-29,11.2%,View,7803
7,1.19,0.75,1.11,"106,035k","2,995k",1,2018-03-31,2018-12-31,2018-05-21,10.1%,View,7803
8,2.26,0.0,0.87,"118,957k","5,708k",4,2017-12-31,2017-12-31,2018-02-28,38.9%,View,7803
9,0.77,1.0,1.07,"105,829k","1,938k",3,2017-09-30,2017-12-31,2017-11-29,53.5%,View,7803
10,0.95,0.0,1.05,"99,774k","2,399k",2,2017-06-30,2017-12-31,2017-08-21,35.9%,View,7803
11,1.45,0.75,1.11,"80,476k","3,332k",1,2017-03-31,2017-12-31,2017-05-22,8.2%,View,7803
12,4.1,0.0,1.1,"88,324k","9,402k",4,2016-12-31,2016-12-31,2017-02-24,74.6%,View,7803
13,1.82,0.5,1.06,"72,164k","4,170k",3,2016-09-30,2016-12-31,2016-11-22,21.2%,View,7803
14,1.63,0.0,1.03,"76,137k","3,743k",2,2016-06-30,2016-12-31,2016-08-22,14.9%,View,7803
15,1.58,1.5,1.01,"74,482k","3,631k",1,2016-03-31,2016-12-31,2016-05-23,28.9%,View,7803
16,2.31,0.0,1.07,"79,593k","5,262k",4,2015-12-31,2015-12-31,2016-02-25,341.4%,View,7803
17,1.51,1.5,1.12,"74,873k","3,440k",3,2015-09-30,2015-12-31,2015-11-25,13.4%,View,7803
18,1.43,0.0,1.0,"75,171k","3,258k",2,2015-06-30,2015-12-31,2015-08-25,5.4%,View,7803
19,1.24,1.5,0.96,"70,707k","2,817k",1,2015-03-31,2015-12-31,2015-05-20,2.6%,View,7803
20,0.52,0.0,0.91,"75,355k","1,192k",4,2014-12-31,2014-12-31,2015-02-27,1648.1%,View,7803
21,1.33,2.0,0.87,"76,271k","3,033k",3,2014-09-30,2014-12-31,2014-11-10,5516.7%,View,7803
22,1.33,0.0,0.83,"73,816k","3,091k",2,2014-06-30,2014-12-31,2014-08-27,1053.4%,View,7803
23,1.27,0.0,0.83,"70,909k","2,892k",1,2014-03-31,2014-12-31,2014-05-21,1581.4%,View,7803
24,-0.03,0.0,0.86,"82,743k",-77k,4,2013-12-31,2013-12-31,2014-02-19,101.7%,View,7803
25,0.02,1.5,0.84,"91,888k",54k,3,2013-09-30,2013-12-31,2013-11-25,99.3%,View,7803
26,0.12,0.0,0.81,"77,672k",268k,2,2013-06-30,2013-12-31,2013-08-26,95.7%,View,7803
27,0.08,0.0,0.78,"73,072k",172k,1,2013-03-31,2013-12-31,2013-05-23,95.2%,View,7803
28,2.12,0.0,0.79,"78,434k","4,508k",4,2012-12-31,2012-12-31,2013-02-27,85.7%,View,7803
29,3.77,2.5,0.76,"99,525k","7,763k",3,2012-09-30,2012-12-31,2012-11-22,110.4%,View,7803
30,3.07,0.0,0.85,"101,056k","6,183k",2,2012-06-30,2012-12-31,2012-08-08,192.6%,View,7803
31,1.77,0.0,0.79,"97,531k","3,577k",1,2012-03-31,2012-12-31,2012-05-29,428.4%,View,7803
32,1.2,0.0,0.83,"102,835k","2,427k",4,2011-12-31,2011-12-31,2012-02-24,515.6%,View,7803
33,1.83,2.5,0.8,"95,737k","3,689k",3,2011-09-30,2011-12-31,2011-11-23,93.3%,View,7803
34,1.05,0.0,0.74,"96,819k","2,113k",2,2011-06-30,2011-12-31,2011-08-19,40.7%,View,7803
35,0.34,0.0,0.71,"78,311k",677k,1,2011-03-31,2011-12-31,2011-05-27,82.1%,View,7803
36,-0.29,0.0,0.74,"79,319k",-584k,4,2010-12-31,2010-12-31,2011-02-28,109.2%,View,7803
37,0.9,2.5,1.43,"86,741k","1,807k",3,2010-09-30,2010-12-31,2010-11-22,65.5%,View,7803
38,1.01,0.0,1.44,"85,804k","2,005k",2,2010-06-30,2010-12-31,2010-08-18,31.1%,View,7803
39,1.98,0.0,0.71,"91,400k","3,923k",1,2010-03-31,2010-12-31,2010-05-27,66.4%,View,7803
40,6.71,0.0,1.7,"91,715k","5,610k",4,2009-12-31,2009-12-31,2010-01-22,55.5%,View,7803
41,6.8,6.0,1.8,"85,229k","5,549k",3,2009-09-30,2009-12-31,2009-10-29,136.4%,View,7803
42,3.36,0.0,1.83,"73,502k","2,708k",2,2009-06-30,2009-12-31,2009-08-13,66.2%,View,7803
43,3.36,0.0,1.86,"74,997k","2,696k",1,2009-03-31,2009-12-31,2009-05-26,156.8%,View,7803
44,5.23,0.0,1.78,"78,945k","4,139k",4,2008-12-31,2008-12-31,2009-02-26,1488.9%,View,7803
45,2.96,0.0,1.68,"87,296k","2,347k",3,2008-09-30,2008-12-31,2008-11-14,258.3%,View,7803
46,2.05,0.0,1.72,"63,431k","1,629k",2,2008-06-30,2008-12-31,2008-08-29,276.5%,View,7803
47,1.32,0.0,1.71,"44,882k","1,050k",1,2008-03-31,2008-12-31,2008-05-09,2.5%,View,7803
48,-0.58,5.0,1.72,"38,850k",-457k,4,2007-12-31,2007-12-31,2008-02-25,124%,View,7803
49,-1.87,0.0,1.17,"38,082k","-1,483k",3,2007-09-30,2007-12-31,2007-11-15,163.8%,View,7803
50,-1.16,0.0,1.18,"35,989k",-923k,2,2007-06-30,2007-12-31,2007-08-30,174.6%,View,7803
51,1.36,6.0,1.27,"32,363k","1,077k",1,2007-03-31,2007-12-31,2007-05-31,18%,View,7803
52,1.72,5.0,1.25,"30,138k","1,357k",4,2006-12-31,2006-12-31,2007-02-28,32.1%,View,7803
53,2.96,0.0,1.31,"35,710k","2,325k",3,2006-09-30,2006-12-31,2006-11-07,13.2%,View,7803
54,1.58,0.0,1.35,"28,417k","1,238k",2,2006-06-30,2006-12-31,2006-08-18,64.2%,View,7803
55,1.68,10.0,1.39,"28,152k","1,313k",1,2006-03-31,2006-12-31,2006-05-10,59.3%,View,7803
56,3.1,0.0,1.38,"29,151k","2,294k",4,2005-12-31,2005-12-31,2006-02-28,7.8%,View,7803
57,3.78,0.0,1.32,"31,142k","2,680k",3,2005-09-30,2005-12-31,2005-10-27,2.1%,View,7803
58,5.08,10.0,1.28,"34,183k","3,457k",2,2005-06-30,2005-12-31,2005-07-22,29.8%,View,7803
59,4.92,10.0,1.25,"28,870k","3,227k",1,2005-03-31,2005-12-31,2005-04-20,35.1%,View,7803
60,3.41,0.0,1.18,"28,372k","2,128k",4,2004-12-31,2004-12-31,2005-02-07,29%,View,7803
61,5.77,10.0,1.58,"29,868k","2,624k",3,2004-09-30,2004-12-31,2004-11-04,29.3%,View,7803
62,5.88,0.0,1.59,"28,579k","2,663k",2,2004-06-30,2004-12-31,2004-08-05,42.9%,View,7803
63,5.31,10.0,1.61,"26,425k","2,389k",1,2004-03-31,2004-12-31,2004-05-24,33.5%,View,7803
64,3.71,0.0,1.55,"23,865k","1,649k",4,2003-12-31,2003-12-31,2004-02-27,27%,View,7803
65,4.58,10.0,1.59,"23,755k","2,030k",3,2003-09-30,2003-12-31,2003-11-07,67.6%,View,7803
66,4.22,0.0,1.55,"27,324k","1,864k",2,2003-06-30,2003-12-31,2003-07-31,4%,View,7803
67,4.05,7.0,1.58,"23,534k","1,790k",1,2003-03-31,2003-12-31,2003-04-24,19.6%,View,7803
68,2.93,0.0,1.54,"21,389k","1,286k",4,2002-12-31,2002-12-31,2003-02-20,32.9%,View,7803
69,2.8,10.0,1.56,"21,083k","1,211k",3,2002-09-30,2002-12-31,2002-10-31,56.8%,View,7803
0,-2.08,0.0,0.44,"121,317k","-35,054k",4,2019-12-31,2019-12-31,2020-03-02,33.4%,View,2054
1,-0.02,0.0,0.54,"106,113k","-41,401k",3,2019-09-30,2019-12-31,2019-11-26,1165.3%,View,2054
2,-0.31,0.0,0.56,"99,539k","1,815k",2,2019-06-30,2019-12-31,2019-08-27,153.6%,View,2054
3,-0.29,0.0,0.56,"104,756k","-4,912k",1,2019-03-31,2019-12-31,2019-05-28,71.1%,View,2054
4,-3.75,0.0,0.66,"104,199k","-63,023k",4,2018-12-31,2018-12-31,2019-02-28,334.2%,View,2054
5,-0.2,0.0,0.72,"86,700k","-3,272k",3,2018-09-30,2018-12-31,2018-11-26,169%,View,2054
6,-0.44,0.0,0.68,"97,601k","-7,229k",2,2018-06-30,2018-12-31,2018-08-27,21.6%,View,2054
7,-0.17,0.0,0.63,"116,450k","-2,870k",1,2018-03-31,2018-12-31,2018-05-23,115.6%,View,2054
8,-0.16,0.0,0.87,"121,152k","-2,618k",4,2017-12-31,2017-12-31,2018-02-27,88.6%,View,2054
9,0.48,0.0,0.8,"114,124k","8,007k",3,2017-09-30,2017-12-31,2017-11-20,65.8%,View,2054
10,-0.34,0.0,0.88,"99,717k","-5,142k",2,2017-06-30,2017-12-31,2017-08-30,122.7%,View,2054
11,1.49,0.0,0.89,"113,904k","22,483k",1,2017-03-31,2017-12-31,2017-05-25,878.5%,View,2054
12,-1.44,0.0,0.99,"125,345k","-21,685k",4,2016-12-31,2016-12-31,2017-02-28,140.6%,View,2054
13,1.56,0.0,0.97,"102,776k","23,417k",3,2016-09-30,2016-12-31,2016-11-28,106.9%,View,2054
14,1.53,0.0,0.97,"103,054k","22,629k",2,2016-06-30,2016-12-31,2016-08-29,92.5%,View,2054
15,-0.19,0.0,0.95,"97,522k","-2,888k",1,2016-03-31,2016-12-31,2016-05-31,58.4%,View,2054
16,3.83,0.0,0.99,"112,931k","56,734k",4,2015-12-31,2015-12-31,2016-02-29,186.1%,View,2054
17,0.81,0.0,0.9,"98,573k","12,048k",3,2015-09-30,2015-12-31,2015-11-23,58.5%,View,2054
18,0.82,0.0,0.89,"94,187k","12,112k",2,2015-06-30,2015-12-31,2015-08-26,21%,View,2054
19,-0.45,0.0,0.9,"75,511k","-6,641k",1,2015-03-31,2015-12-31,2015-05-26,147.9%,View,2054
20,1.13,0.0,0.9,"99,699k","16,803k",4,2014-12-31,2014-12-31,2015-02-26,34.8%,View,2054
21,0.51,0.0,0.86,"98,305k","7,600k",3,2014-09-30,2014-12-31,2014-11-24,39.4%,View,2054
22,1.04,0.0,0.86,"100,756k","15,336k",2,2014-06-30,2014-12-31,2014-08-27,382.9%,View,2054
23,0.94,0.0,0.85,"87,412k","13,870k",1,2014-03-31,2014-12-31,2014-05-29,2.3%,View,2054
24,1.73,0.0,0.84,"98,290k","25,635k",4,2013-12-31,2013-12-31,2014-02-20,28.9%,View,2054
25,0.85,0.0,0.8,"101,202k","12,549k",3,2013-09-30,2013-12-31,2013-11-28,68.5%,View,2054
26,-0.37,0.0,0.81,"81,143k","-5,421k",2,2013-06-30,2013-12-31,2013-08-29,157.7%,View,2054
27,5.75,0.0,5.17,"90,084k","14,196k",1,2013-03-31,2013-12-31,2013-05-21,19.7%,View,2054
28,14.03,0.0,5.13,"127,687k","34,485k",4,2012-12-31,2012-12-31,2013-02-26,30.6%,View,2054
29,16.22,0.0,4.92,"133,207k","39,865k",3,2012-09-30,2012-12-31,2012-11-29,22.6%,View,2054
30,3.88,0.0,4.79,"96,693k","9,400k",2,2012-06-30,2012-12-31,2012-08-09,70.7%,View,2054
31,7.47,0.0,4.96,"97,671k","17,668k",1,2012-03-31,2012-12-31,2012-05-15,39.2%,View,2054
32,18.69,0.0,4.93,"135,422k","44,342k",4,2011-12-31,2011-12-31,2012-02-27,44.5%,View,2054
33,21.88,0.0,3.5,"151,506k","51,474k",3,2011-09-30,2011-12-31,2011-11-24,82.1%,View,2054
34,13.86,0.0,3.29,"126,984k","31,996k",2,2011-06-30,2011-12-31,2011-08-09,152.5%,View,2054
35,12.72,3.0,3.34,"105,792k","29,041k",1,2011-03-31,2011-12-31,2011-05-19,49.2%,View,2054
36,14.89,0.0,3.15,"135,550k","33,215k",4,2010-12-31,2010-12-31,2011-02-21,55.8%,View,2054
37,12.82,0.0,3.03,"110,136k","28,261k",3,2010-09-30,2010-12-31,2010-11-26,39.9%,View,2054
38,5.77,0.0,2.9,"85,246k","12,670k",2,2010-06-30,2010-12-31,2010-08-10,38.6%,View,2054
39,8.89,13.0,2.97,"89,924k","19,463k",1,2010-03-31,2010-12-31,2010-05-17,373.2%,View,2054
40,9.77,0.0,2.88,"98,292k","21,380k",4,2009-12-31,2009-12-31,2010-02-25,38.7%,View,2054
41,9.23,0.0,2.78,"95,286k","20,202k",3,2009-09-30,2009-12-31,2009-11-24,43.6%,View,2054
42,4.18,0.0,2.8,"75,081k","9,140k",2,2009-06-30,2009-12-31,2009-08-13,64%,View,2054
43,1.88,0.0,2.75,"67,717k","4,113k",1,2009-03-31,2009-12-31,2009-05-27,81.1%,View,2054
44,7.59,0.0,2.73,"123,361k","16,615k",4,2008-12-31,2008-12-31,2009-02-26,79.8%,View,2054
45,16.45,0.0,2.7,"97,921k","35,844k",3,2008-09-30,2008-12-31,2008-11-26,47.5%,View,2054
46,11.8,0.0,2.6,"88,777k","25,474k",2,2008-06-30,2008-12-31,2008-08-25,445.7%,View,2054
47,10.07,0.0,2.48,"74,658k","21,707k",1,2008-03-31,2008-12-31,2008-05-28,34911.3%,View,2054
48,4.49,0.0,2.38,"79,629k","9,676k",4,2007-12-31,2007-12-31,2008-02-27,17%,View,2054
49,11.28,0.0,2.38,"76,943k","24,303k",3,2007-09-30,2007-12-31,2007-11-27,122.8%,View,2054
50,2.17,0.0,2.29,"46,345k","4,865k",2,2007-06-30,2007-12-31,2007-08-28,385.2%,View,2054
51,-0.02,0.0,2.27,"34,435k",-39k,1,2007-03-31,2007-12-31,2007-05-28,97.3%,View,2054
52,4.29,0.0,2.25,"63,345k","9,237k",4,2006-12-31,2006-12-31,2007-02-28,589.3%,View,2054
53,5.06,0.0,2.21,"55,500k","10,909k",3,2006-09-30,2006-12-31,2006-11-27,10.4%,View,2054
54,-0.79,0.0,2.16,"35,930k","-1,706k",2,2006-06-30,2006-12-31,2006-08-28,140.2%,View,2054
55,-0.68,0.0,2.17,"34,592k","-1,446k",1,2006-03-31,2006-12-31,2006-05-30,230.6%,View,2054
56,0.46,0.0,2.15,"72,028k",982k,4,2005-12-31,2005-12-31,2006-02-27,52.2%,View,2054
57,4.58,0.0,2.18,"56,908k","9,879k",3,2005-09-30,2005-12-31,2005-11-24,21.4%,View,2054
58,1.97,0.0,2.14,"46,458k","4,246k",2,2005-06-30,2005-12-31,2005-08-23,26%,View,2054
59,0.51,0.0,2.12,"36,967k","1,100k",1,2005-03-31,2005-12-31,2005-05-26,120.9%,View,2054
60,0.27,0.0,2.12,"77,826k",584k,4,2004-12-31,2004-12-31,2005-02-28,115.3%,View,2054
61,5.83,0.0,2.12,"75,472k","12,569k",3,2004-09-30,2004-12-31,2004-11-25,50.6%,View,2054
62,2.66,0.0,2.07,"64,275k","5,735k",2,2004-06-30,2004-12-31,2004-09-20,3.4%,View,2054
63,-2.44,0.0,2.05,"47,694k","-5,262k",1,2004-03-31,2004-12-31,2004-05-27,218.7%,View,2054
64,3.31,0.0,2.12,"69,121k","7,127k",4,2003-12-31,2003-12-31,2004-02-25,113.6%,View,2054
65,4.66,0.0,2.09,"71,937k","8,347k",3,2003-09-30,2003-12-31,2003-12-23,10.2%,View,2054
66,5.6,0.0,4.17,"51,123k","5,935k",2,2003-06-30,2003-12-31,2003-08-27,299%,View,2054
67,4.18,0.0,4.12,"45,830k","4,433k",1,2003-03-31,2003-12-31,2003-05-23,158.9%,View,2054
68,3.15,0.0,4.14,"51,138k","3,336k",4,2002-12-31,2002-12-31,2003-04-04,43.9%,View,2054
69,8.77,0.0,4.36,"55,615k","9,292k",3,2002-09-30,2002-12-31,2002-11-15,5%,View,2054
0,0.16,0.0,0.03,"20,232k","4,359k",1,2020-03-31,2020-12-31,2020-06-15,2912.3%,View,7179
1,0.1,0.0,0.02,"24,260k","2,557k",4,2019-12-31,2019-12-31,2020-02-26,115.5%,View,7179
2,0.17,0.0,0.02,"48,557k","4,637k",3,2019-09-30,2019-12-31,2019-11-25,228.1%,View,7179
3,0.02,0.0,0.02,"48,014k",652k,2,2019-06-30,2019-12-31,2019-08-26,123.6%,View,7179
4,-0.01,0.0,0.02,"28,283k",-155k,1,2019-03-31,2019-12-31,2019-05-27,96.9%,View,7179
5,-0.59,0.0,0.02,"30,930k","-15,727k",4,2018-12-31,2018-12-31,2019-02-26,5.9%,View,7179
6,-0.14,0.0,0.03,"28,651k","-3,621k",3,2018-09-30,2018-12-31,2018-11-21,9.2%,View,7179
7,-0.1,0.0,0.03,"26,523k","-2,762k",2,2018-06-30,2018-12-31,2018-08-28,6377.3%,View,7179
8,-0.27,0.0,0.03,"22,128k","-4,968k",1,2018-03-31,2018-12-31,2018-05-28,3022.4%,View,7179
9,-1.15,0.0,0.03,"26,872k","-16,536k",4,2017-12-31,2017-12-31,2018-02-28,1674.2%,View,7179
10,-0.33,0.0,0.05,"28,546k","-3,990k",3,2017-09-30,2017-12-31,2017-11-24,1327.7%,View,7179
11,0.01,0.0,0.06,"28,423k",44k,2,2017-06-30,2017-12-31,2017-08-09,65.4%,View,7179
12,0.02,0.0,0.05,"27,888k",170k,1,2017-03-31,2017-12-31,2017-05-26,76.7%,View,7179
